name,location,manufacturer,designer,type,model,track_layout,status,lift_launch,latitude,longitude,open_year,close_year,height,length,drop,max_angle,inversions,speed,restriction_low,restriction_up,gforce,duration,riders_per_hour,riders_per_train
SooperDooperLooper,Hersheypark,Anton Schwarzkopf,Werner Stengel,Steel,looping,,operating,lift,40.2864,-76.6536,1977,,22.86,796.7472,21.336000000000002,,1,72.0,1.0668000000000002,,,105.0,1175.0,
Space Mountain (Disneyland),Disneyland,Arrow Development (1977–2003)Dynamic Structures (2005–present)]],WED Enterprises,Steel,,,operating,lift,33.811,-117.9174,1977,2003.0,23.1648,1054.3032,,,0,56.0,1.016,,,180.0,2057.0,12.0
Steeplechase (Blackpool Pleasure Beach),Blackpool Pleasure Beach,Arrow Dynamics,,Steel,,,operating,,53.7888,-3.0558,1977,,,,,,0,,1.27,,,,,2.0
Arkansas Twister,Magic Springs and Crystal Falls,Michael Black and Associates,Don Rosser / Bill Cobb,Wood,,out and back,operating,lift,34.5213,-93.0143,1978,,28.956000000000003,1018.032,28.041600000000003,45.0,0,80.0,1.2192,,,120.0,,
Colossus (Six Flags Magic Mountain),Six Flags Magic Mountain,Rocky Mountain Construction,Alan Schilke,Steel,i-box,dual-tracked,operating,lift,34.4278,-118.5975,1978,,36.8808,1520.952,39.0144,80.0,2,91.2,1.2192,,,220.0,,24.0
Gemini ,,Arrow Dynamics,Ron Toomer,Steel,custom,,operating,lift,41.4863,-82.6897,1978,,38.1,1199.3880000000001,35.9664,55.0,0,96.0,1.2192,,,160.0,3300.0,30.0
Greezed Lightnin' (Six Flags Astroworld),Six Flags Astroworld,Anton Schwarzkopf,Werner Stengel & Reinhold Spieldiener,Other,,,closed,,,,1978,,,,,,2,,,,,,1300.0,
Lightnin' Loops,,Arrow Development,,Steel,,shuttle,,,40.1358,-74.4437,1978,,17.0688,193.548,14.325600000000001,,1,72.0,1.1176000000000001,,4.0,66.0,,
Loch Ness Monster ,Busch Gardens Williamsburg,Arrow Development,Ron Toomer,Steel,custom looping,terrain,operating,lift,37.2343,-76.646,1978,,39.624,987.552,34.7472,55.0,2,96.0,1.2192,,3.5,130.0,800.0,
Montezooma's Revenge,Knott's Berry Farm,Anton Schwarzkopf,Werner Stengel,Steel,,shuttle,operating,lift,33.8456,-117.999,1978,,45.110400000000006,243.84,41.757600000000004,70.0,2,88.0,1.2192,,,36.0,1344.0,28.0
Schweizer Bobbahn,Heide Park,Mack Rides,,Steel,bobsled,,operating,,,,1978,,27.00528,989.9904,,,0,52.64,,,,100.0,,
Shock Wave (Six Flags Over Texas),Six Flags Over Texas,Anton Schwarzkopf,Werner Stengel,Steel,custom looping,,operating,lift,32.7589,-97.0706,1978,,35.3568,1097.28,,,2,96.0,1.0668000000000002,,5.9,120.0,,28.0
The Riddler Mindbender,Six Flags Over Georgia,Anton Schwarzkopf,Werner Stengel,Steel,custom,terrain,operating,lift,33.7703,-84.5475,1978,,24.384,991.5144,,62.0,2,80.0,1.0668000000000002,,,153.0,1200.0,28.0
Tornado (Adventureland),Adventureland (Iowa),Frontier Construction Company,William Cobb,Wood,,out and back,operating,lift,41.6515,-93.5025,1978,,28.346400000000003,868.6800000000001,,,0,92.80000000000001,1.0668000000000002,,,120.0,,
Wild Rider,Six Flags Great Adventure,Anton Schwarzkopf,Werner Stengel,Steel,wildcat,,closed,,40.1363,-74.4416,1978,1980.0,,,,,0,,,,,,,
The Beast ,Kings Island,Kings Island,Al CollinsJeff Gramke,Wood,,terrain,operating,lift,39.3402,-84.266,1979,,33.528,2243.0232,42.976800000000004,45.0,0,103.68,1.2192,,3.6,250.0,1200.0,36.0
Big Thunder Mountain Railroad,,"Arrow Development (California and Florida)Dynamic Structures (2014 California rebuild)Vekoma (Paris, Tokyo)",Walt Disney Imagineering,Steel,mine train,custom,,lift,,,1979,,31.6992,,,,0,56.0,1.016,,,180.0,,
Big Thunder Mountain Railroad (Disneyland),Disneyland,"Arrow Development (California and Florida)Dynamic Structures (2014 California rebuild)Vekoma (Paris, Tokyo)",Walt Disney Imagineering,Steel,mine train,custom,,lift,,,1979,,31.6992,,,,0,56.0,1.016,,,180.0,,
Corkscrew (Michigan's Adventure),"Muskegon, Michigan, United States",,,Other,,,operating,,43.3474,-86.2789,1979,,,,,,0,,,,,,,
Momonga Standing and Loop Coaster,Yomiuriland,TOGO,,Steel,stand-up,,closed,lift,35.6245,139.5193,1979,2021.0,24.9936,420.624,,,1,74.56,,,,70.0,,20.0
Revolution (Blackpool Pleasure Beach),Blackpool Pleasure Beach,Arrow Development,,Steel,,,operating,launch,53.7899,-3.0551,1979,,17.0688,193.548,14.325600000000001,52.0,2,72.0,1.27,,4.0,66.0,,
Rolling Thunder ,,William Cobb & Associates,Don Rosser & William Cobb,Wood,racing,figure 8,closed,lift,40.1394,-74.4343,1979,2013.0,29.260800000000003,975.36,,45.0,0,89.60000000000001,1.1176000000000001,,,130.0,3840.0,24.0
WildCat (Cedar Point),Cedar Point,Anton Schwarzkopf,Werner Stengel,Steel,wildcat,figure 8,closed,lift,41.4817,-82.685,1979,2011.0,15.24,559.9176,,,0,64.0,1.2192,,,85.0,900.0,
Wilderness Run,Cedar Point,Intamin,,Steel,custom,,operating,lift,41.4856,-82.6886,1979,,5.7912,135.0264,,,0,9.600000000000001,0.9144,,,50.0,,16.0
Big Thunder Mountain Railroad,,"Arrow Development (California and Florida)Dynamic Structures (2014 California rebuild)Vekoma (Paris, Tokyo)",Walt Disney Imagineering,Steel,mine train,custom,,lift,,,1980,,31.6992,,,,0,56.0,1.016,,,180.0,,
Carolina Cyclone,Carowinds,Arrow Dynamics,Ron Toomer,Steel,custom looping,,operating,lift,35.1042,-80.9436,1980,,28.956000000000003,640.08,19.812,53.0,4,65.60000000000001,1.2192,,3.5,90.0,1600.0,28.0
Corkscrew (Alton Towers),Alton Towers,Vekoma,Arrow Dynamics,Other,corkscrew,custom,closed,lift,52.9847,-1.8904,1980,2008.0,22.86,749.808,20.7264,43.0,2,64.0,1.20142,,3.1,130.0,1400.0,
Corkscrew (Valleyfair),Valleyfair,Arrow Dynamics,,Steel,,out and back,operating,lift,44.7996,-93.4563,1980,,25.908,594.36,,,3,80.0,1.2192,,3.5,,1300.0,24.0
Judge Roy Scream,Six Flags Over Texas,William Cobb & Associates,Don Rosser and Bill Cobb,Wood,custom,out and back,operating,lift,32.7554,-97.0673,1980,,21.640800000000002,813.816,19.812,42.0,0,72.0,1.0668000000000002,,4.0,90.0,1200.0,
Orient Express ,Worlds of Fun,Arrow Dynamics,Ron Toomer,Steel,custom looping,terrain,closed,lift,39.1761,-94.4883,1980,2003.0,35.6616,1057.656,35.052,55.0,4,80.0,1.2192,,3.5,120.0,1550.0,
Scorpion ,Busch Gardens Tampa Bay,Anton Schwarzkopf,Werner Stengel,Steel,custom,,operating,lift,28.0375,-82.4233,1980,,18.501360000000002,554.00448,,,1,65.60000000000001,1.0668000000000002,,3.5,90.0,,20.0
Shuttle Loop (Nagashima Spa Land),Nagashima Spa Land,Anton Schwarzkopf,Ing.-Büro Stengel GmbH,Steel,,shuttle,operating,,35.0303,136.7308,1980,,,,,70.0,2,91.2,,,,30.0,28.0,28.0
The Beastie (Kings Island),Kings Island,Philadelphia Toboggan Coasters,John C. Allen,Wood,,figure 8,operating,lift,39.3432,-84.2693,1980,,11.76528,411.48,9.144,,0,56.0,1.016,,,90.0,1200.0,20.0
American Eagle ,,Intamin,Curtis D. SummersJames FigleyLeonard Wright,Wood,,out and back,operating,lift,42.3646,-87.9336,1981,,38.7096,1417.3200000000002,44.805600000000005,55.0,0,105.60000000000001,1.2192,,,143.0,1800.0,30.0
The Bat (Kings Island; opened 1981),Kings Island,Arrow Development,,Steel,,,closed,lift,39.3408,-84.2646,1981,1983.0,30.48,748.5888,,,0,54.400000000000006,,,,,1700.0,28.0
Colossus (Playcenter São Paulo),Playcenter São Paulo,Anton Schwarzkopf,Werner Stengel,Steel,looping,custom,,lift,,,1981,,28.346400000000003,670.5600000000001,,,2,83.2,1.2192,,,120.0,,
Dragon Fyre,Canada's Wonderland,Arrow Dynamics,HUSS Park Attractions,Steel,custom looping,,operating,lift,43.8445,-79.5407,1981,,23.80488,200.7108,7.07136,,4,79.52000000000001,1.22,,,90.0,,28.0
Ghoster Coaster (Canada's Wonderland),Canada's Wonderland,Taft Broadcasting,Curtis D. Summers,Wood,,,operating,lift,43.8438,-79.546,1981,,12.4968,125.97384000000001,3.6576000000000004,,0,55.68,1.02,,,80.0,,20.0
Hoot N Holler,Six Flags Darien Lake,Zierer,Werner Stengel,Steel,,out and back,operating,,42.9272,-78.3823,1981,,3.2918400000000005,60.198,,,0,25.92,0.9144,,,,600.0,
Mighty Canadian Minebuster,Canada's Wonderland,Canada's Wonderland,Curtis D. Summers,Wood,,out and back,operating,lift,43.8392,-79.5419,1981,,27.40152,355.64064,8.077200000000001,,0,89.44,1.22,,,122.0,,30.0
Python (Efteling),Efteling,Vekoma,Vekoma,Steel,corkscrew,,operating,lift,51.6469,5.0536,1981,,28.98648,228.60000000000002,6.7056000000000004,,4,74.56,1.2,,3.5,128.0,1400.0,28.0
Super Manège,La Ronde,Vekoma,,Steel,corkscrew,,closed,lift,45.5238,-73.5325,1981,2019.0,23.0124,222.967296,6.4008,,2,63.68,1.3208000000000002,,,,,24.0
Thunder Run (Canada's Wonderland),Canada's Wonderland,Mack Rides,,Steel,,,operating,,43.8427,-79.5423,1981,,9.99744,100.584,,,0,63.68,1.02,,,84.0,,40.0
Wilde Beast,Canada's Wonderland,Taft Broadcasting Company,Curtis D. Summers,Wood,,out and back,operating,lift,43.8441,-79.5432,1981,,24.9936,292.608,7.25424,,0,89.44,1.22,,,180.0,,28.0
Grizzly (Kings Dominion),Kings Dominion,Taft Broadcasting Company,Curtis D. Summers,Wood,,terrain,operating,lift,37.8375,-77.4471,1982,,26.5176,960.12,,,0,81.60000000000001,1.2192,,,150.0,,28.0
Looping Star (Nagashima Spa Land),Nagashima Spa Land,Anton Schwarzkopf,Werner Stengel,Steel,custom looping,,operating,lift,35.0306,136.7323,1982,,24.384,592.01304,24.384,,1,64.0,1.2192,,,78.0,,28.0
Sea Viper ,Sea World,Arrow Dynamics,,Steel,corkscrew,,closed,lift,-27.9569,153.4265,1982,2014.0,28.011120000000002,182.88,,,3,69.60000000000001,1.3,,,95.0,,
Thrillseeker ,Sea World,S.D.C.,,Steel,custom,custom,closed,lift,-27.9567,153.425,1982,2002.0,13.99032,304.8,,,0,64.64,,,,120.0,,8.0
Thunderbolt (Dreamworld),Dreamworld,Sanoyas Hishino Meisho,,Steel,sit down,,closed,lift,-27.8651,153.3165,1982,2003.0,30.998160000000002,367.8936,,,2,86.56,1.2,,,,960.0,24.0
Viper (Six Flags Darien Lake),Six Flags Darien Lake,Arrow Dynamics,Ron Toomer,Steel,,,operating,,42.9283,-78.3817,1982,,36.8808,944.88,22.86,,5,80.0,1.2192,,,124.0,2100.0,28.0
Vortex (Calaway Park),Calaway Park,Arrow Dynamics,,Steel,corkscrew,,operating,lift,51.0875,-114.3594,1982,,,,21.336000000000002,,2,,1.2192,,,,,24.0
Alpen Blitz (Parque de la Ciudad),"Argentina, Villa Soldati, Buenos Aires",,,Other,,,,,,,1983,,,,,,0,,,,,,,
Beastie (Alton Towers),Alton Towers,Pinfari,,Steel,custom,,closed,lift,52.9893,-1.8945,1983,2010.0,3.9624,132.8928,3.3528000000000002,36.0,0,27.200000000000003,,,,105.0,200.0,
Black Hole ,Alton Towers,Anton Schwarzkopf,Anton Schwarzkopf / Ingenieur Büro Stengel GmbH,Steel,jet,twister,closed,lift,52.9873,-1.8953,1983,2005.0,13.487400000000001,584.9874,8.2296,33.0,0,51.2,1.0668000000000002,,2.9,110.0,900.0,
Colossus the Fire Dragon,Lagoon Amusement Park,Anton Schwarzkopf,Ingenieur Büro Stengel GmbH,Steel,looping,figure 8,operating,lift,40.9836,-111.8951,1983,,25.908,868.6800000000001,24.6888,60.0,2,88.0,1.1684,,4.9,105.0,,28.0
Cyclone (Six Flags New England),Six Flags New England,Rocky Mountain Construction,Alan Schilke,Steel,i-box,twister,operating,lift,42.0403,-72.6156,1983,,33.2232,1011.936,,78.0,3,88.0,1.2192,,,,,24.0
Dragon Mountain,Marineland of Canada,Arrow Huss,Ron Toomer,Steel,custom looping,terrain,operating,lift,43.0613,-79.0804,1983,,56.692800000000005,1676.4,,,4,80.0,1.2192,,,210.0,,28.0
Flitzer,Morey's Piers,Zierer,Zierer,Steel,custom,,closed,,38.9893,-74.8033,1983,2018.0,,,,,0,,0.9144,,,49.0,240.0,
Moonsault Scramble,Fuji-Q Highland,Meisho Amusement Machines,,Steel,,,closed,,35.487,138.78,1983,2000.0,70.01256,460.00416,,,2,89.44,,,6.5,,,28.0
Sky Screamer (Six Flags AstroWorld),Six Flags AstroWorld,Intamin,,Other,freefall,,,,29.675,-95.407,1983,1990.0,39.9288,,,,0,,,,4.5,,,
Space Mountain (Tokyo Disneyland),Tokyo Disneyland,,WED Enterprises,Steel,,,operating,,,,1983,,25.908,1051.56,5.1816,,0,48.0,1.016,,,165.0,,12.0
Timberline Twister,"8039 Beach BoulevardBuena Park, California 90620, U.S.",,,Other,,,,,33.8442,-118.0003,1983,,,,,,0,,,,,,,
Alpenexpress Enzian,Europa-Park,Mack Rides,,Steel,custom,,operating,,,,1984,,6.00456,80.4672,,,0,44.800000000000004,1.0,,,100.0,1100.0,40.0
Alpine Bobsled,,Intamin,,Steel,bobsled,,,,,,1984,,19.5072,454.15200000000004,,,0,56.0,1.0668000000000002,,,60.0,,8.0
Astro Storm,,Zierer,Werner Stengel,Steel,custom,,,lift,,,1984,2008.0,,454.15200000000004,17.9832,36.0,0,59.2,1.2192,,2.6,90.0,,
Big Bad Wolf ,Busch Gardens Williamsburg,Arrow Dynamics,Ron Toomer,Steel,suspended,terrain,closed,,37.2335,-76.6449,1984,2009.0,34.4424,853.44,30.1752,,0,76.80000000000001,1.0668000000000002,,4.0,180.0,,
Boomerang ,,Vekoma,,Other,,,in production,,,,1984,,35.5092,86.86800000000001,,,6,75.2,,,,60.0,760.0,
Flying Fish ,Thorpe Park,Mack Rides,Blauer Enzian,Steel,powered,,operating,launch,51.4052,-0.5139,1984,,6.096,233.78160000000003,3.9624,,0,26.880000000000003,0.9,,2.1,,1100.0,38.0
King Cobra ,Kings Island,TOGO,James Rogan,Steel,stand-up,,closed,lift,39.345,-84.2659,1984,2001.0,28.956000000000003,676.3512000000001,27.432000000000002,53.0,1,80.0,,,,120.0,1250.0,
Sea Serpent (Morey's Piers),Morey's Piers,Vekoma,Vekoma,Steel,boomerang,custom,operating,lift,38.9858,-74.8097,1984,,38.1,284.988,35.5092,,3,75.2,1.2192,,5.2,108.0,760.0,
Steamin' Demon,Great Escape,Arrow Dynamics,,Steel,,,operating,lift,43.3513,-73.6927,1984,,28.956000000000003,477.012,,,3,72.0,1.2192,,,37.0,,28.0
Tig'rr Coaster,Indiana Beach,Anton Schwarzkopf,Werner Stengel,Steel,jet,,operating,,40.7903,-86.7706,1984,,13.487400000000001,537.972,,,0,49.760000000000005,1.3716,,,,,4.0
Ultra Twister (Nagashima Spa Land),Nagashima Spa Land,TOGO,,Steel,,twister,operating,lift,35.0285,136.7326,1984,,,,,85.0,3,,1.2192,,,78.0,,
La Vibora,,Intamin,,Steel,swiss bob,,,,,,1984,1985.0,18.288,454.15200000000004,,,0,51.2,1.0668000000000002,,,90.0,675.0,
XLR-8,Six Flags AstroWorld,Arrow Dynamics,,Steel,suspended,,closed,,29.6748,-95.4056,1984,2005.0,24.6888,914.4000000000001,,,0,54.56,1.0668000000000002,,,180.0,,
The Bush Beast,Wonderland Sydney,Taft Broadcasting,,Wood,,out and back,closed,lift,-33.8008,150.8512,1985,2004.0,27.492960000000004,297.27144,,,0,89.44,,,,150.0,880.0,28.0
Disaster Transport,Cedar Point,Intamin,,Steel,swiss bob,custom,closed,lift,41.4811,-82.6794,1985,2012.0,19.2024,588.8736,15.24,27.0,0,64.0,1.1684,,2.7,152.0,1800.0,10.0
Flashback (Six Flags Magic Mountain),Six Flags Magic Mountain,Intamin,Werner Stengel,Steel,dive,,,lift,,,1985,,26.2128,579.12,10.3632,89.0,0,56.0,1.2192,,3.0,90.0,1100.0,20.0
Freestyle ,,TOGO,,Steel,stand-up,,,lift,,,1985,2014.0,26.791920000000005,119.17375200000001,7.802880000000001,,1,81.60000000000001,1.4000000000000001,,,92.0,,24.0
Kikkerachtbaan,Duinrell,Zierer,,Steel,,,operating,,52.1466,4.379,1985,,7.98576,109.72800000000001,,97.0,0,35.839999999999996,1.2,,,70.0,1250.0,
Klondike Gold Mine ,,Pinfari,Pinfari,Steel,zl42,,,,,,1985,,,,,,1,,,,,,,
Shaman ,Gardaland,Vekoma,Vekoma,Steel,corkscrew,,operating,lift,45.4567,10.7072,1985,,30.0228,700.0341599999999,,,4,69.60000000000001,1.2,2.05,,120.0,1000.0,
Mindbender (Galaxyland),Galaxyland,Anton Schwarzkopf,Werner Stengel,Steel,sitting,twister,operating,lift,53.5236,-113.6203,1985,,44.196000000000005,389.9916,11.795760000000001,,3,96.0,1.4986000000000002,1.9558000000000002,5.2,73.0,430.0,12.0
Le Monstre,,Martin & Vleminckx,William Cobb & Associates,Wood,,,operating,lift,45.525,-73.5333,1985,,39.898320000000005,1218.01128,,,0,95.52000000000001,1.3208000000000002,,,,,20.0
Phoenix ,Knoebels Amusement Resort,Philadelphia Toboggan Coasters,"Herbert Paul Schmeck, 1947",Wood,,out and back,operating,lift,40.8783,-76.5064,1985,,23.7744,975.36,21.945600000000002,,0,72.0,1.0668000000000002,,,120.0,720.0,
Steel First,,Allan Herschell Company,,Steel,little dipper,oval,,,,,1985,,,,,,0,,0.8636,,,,,12.0
Swiss Bob,Efteling,Intamin,Giovanola,Steel,swiss bob,custom,closed,lift,51.648,5.0474,1985,2019.0,20.000976,542.0014560000001,,80.0,0,59.68,1.20142,,,210.0,750.0,
Texas Tornado ,Wonderland Park (Texas),Hopkins Rides,,Steel,,,operating,,35.2437,-101.8321,1985,,,624.84,,,2,,1.27,,,,,
The Beastie (Wonderland Sydney),"Eastern Creek, New South Wales, New South Wales, Australia",,,Other,,,,,-33.8012,150.8475,1985,,,,,,0,,,,,,,
Wild Mouse (Idlewild),Idlewild and Soak Zone,Vekoma,,Steel,,wild mouse,operating,lift,40.2598,-79.2799,1985,,17.0688,499.872,,,0,48.0,1.2192,,,,,
Eureka Mountain Mine Ride,Dreamworld,HyFab,,Steel,,,closed,lift,-27.8626,153.3158,1986,2006.0,12.00912,91.44,2.1336,,0,47.68000000000001,,,,70.0,,4.0
The Grizzly,California's Great America,Kings Island,Curtis D. Summers,Wood,,out and back,operating,lift,37.393,-121.9714,1986,,27.736800000000002,990.6,26.822400000000002,,0,88.0,1.2192,,,160.0,,28.0
Shockwave (Kings Dominion),Kings Dominion,TOGO,TOGO,Steel,stand-up,custom,closed,lift,37.8386,-77.4447,1986,2015.0,28.956000000000003,680.0088000000001,,52.0,1,80.0,1.2,,,120.0,960.0,24.0
Silver Bullet (Frontier City),Frontier City,Anton Schwarzkopf,Werner Stengel,Steel,looping,custom,,lift,,,1986,,24.384,591.9216,22.86,,1,76.48,1.0668000000000002,,,,1700.0,
Thunder Run (Canada's Wonderland),Canada's Wonderland,Mack Rides,,Steel,,,operating,,43.8427,-79.5423,1986,,9.99744,100.584,,,0,63.68,1.02,,,84.0,,40.0
Ultra Twister (Six Flags),Six Flags,TOGO,,Steel,,twister,,lift,,,1986,,29.504640000000002,433.12080000000003,28.041600000000003,85.0,3,70.4,1.2192,,,100.0,,6.0
La Vibora,,Intamin,,Steel,swiss bob,,,,,,1986,1985.0,18.288,454.15200000000004,,,0,51.2,1.0668000000000002,,,90.0,675.0,
The Bat (Canada's Wonderland),Canada's Wonderland,,,Other,,,,,43.8442,-79.5414,1987,,,,,,0,,,,,,,
Big Thunder Mountain Railroad,,"Arrow Development (California and Florida)Dynamic Structures (2014 California rebuild)Vekoma (Paris, Tokyo)",Walt Disney Imagineering,Steel,mine train,custom,,lift,,,1987,,31.6992,,,,0,56.0,1.016,,,180.0,,
Big Thunder Mountain Railroad (Tokyo Disneyland),Tokyo Disneyland,"Arrow Development (California and Florida)Dynamic Structures (2014 California rebuild)Vekoma (Paris, Tokyo)",Walt Disney Imagineering,Steel,mine train,custom,,lift,,,1987,,31.6992,,,,0,56.0,1.016,,,180.0,,
Canobie Corkscrew,Canobie Lake Park,Arrow Development,,Steel,corkscrew,,closed,lift,42.7935,-71.2499,1987,2021.0,22.250400000000003,,,,2,72.0,1.2192,,,90.0,,
Dreamcatcher ,Bobbejaanland,Vekoma,,Steel,,,operating,,51.1993,4.909,1987,,24.9936,182.88,,,0,,1.2,,,,,24.0
Iron Dragon ,Cedar Point,Arrow Dynamics,Ron Toomer,Steel,suspended,terrain,operating,lift,41.4822,-82.6852,1987,,23.1648,853.44,,,0,64.0,1.2192,,,160.0,2000.0,28.0
Knightmare (Camelot),Camelot,Zierer,Anton Schwarzkopf,Other,,,closed,,,,1987,,26.5176,,,,0,64.0,1.3,,5.0,,,
Lisebergbanan,Liseberg,Zierer,"Werner Stengel, Anton Schwarzkopf",Steel,custom,,operating,lift,57.695,11.9925,1987,,44.98848,471.8304,,,0,79.52000000000001,,,3.0,,2000.0,22.0
Raptor Attack,Lightwater Valley,Anton Schwarzkopf,Werner Stengel,Steel,wildcat,,closed,lift,54.1739,-1.5687,1987,,15.24,559.9176,10.668000000000001,,0,64.0,1.2,,,85.0,,4.0
Runaway Train ,Chessington World of Adventures,Mack Rides,,Steel,blauer enzian,,operating,,51.3494,-0.318,1987,,4.69392,78.9432,,,0,35.839999999999996,0.9,,,105.0,700.0,40.0
Scorpion Express,Chessington World of Adventures,Mack Rides,,Steel,blauer enzian,,operating,,51.3494,-0.318,1987,,4.69392,78.9432,,,0,35.839999999999996,0.9,,,105.0,700.0,40.0
Skyliner ,,Philadelphia Toboggan Coasters,John C. Allen,Wood,,out and back,,,,,1987,1985.0,18.288,731.52,13.716000000000001,52.0,0,64.0,,,,,,18.0
La Vibora,,Intamin,,Steel,swiss bob,,,,,,1987,1985.0,18.288,454.15200000000004,,,0,51.2,1.0668000000000002,,,90.0,675.0,
Vortex (Kings Island),Kings Island,Arrow Dynamics,,Steel,custom looping,,closed,lift,39.3407,-84.2642,1987,2019.0,45.110400000000006,1158.24,42.062400000000004,55.0,6,88.0,1.2192,,3.9,150.0,1600.0,28.0
Woodstock's Express (California's Great America),California's Great America,Intamin,,Steel,,,,,40.5793,-75.5326,1987,1986.0,3.9624,396.24,,,0,,1.0668000000000002,,,,,16.0
Avalanche (Blackpool Pleasure Beach),Blackpool Pleasure Beach,Mack Rides,,Steel,custom,,operating,lift,53.7901,-3.0559,1988,,17.9832,353.87280000000004,,,0,72.0,1.1176000000000001,,,82.0,,14.0
Avalanche (Kings Dominion),Kings Dominion,Mack Rides,,Steel,bobsled,,closed,lift,37.8401,-77.4407,1988,,21.031200000000002,975.36,3.6576000000000004,,0,65.60000000000001,1.016,,3.4,90.0,,14.0
Bandit (Yomiuriland),Yomiuriland,TOGO,,Steel,sit down,,operating,lift,35.6255,139.5181,1988,,50.99304000000001,1559.9664,,,0,109.28,1.199896,,,138.0,1260.0,
Beast (Alton Towers),"Alton, Staffordshire, England",,,Other,,,,,52.9875,-1.8908,1988,,,,,,0,,,,,,,
Boomerang (Six Flags México),Six Flags México,Vekoma,Arrow Dynamics,Steel,boomerang,,,,19.2934,-99.2078,1988,1986.0,35.5092,284.988,,65.0,3,75.2,1.2192,,5.2,108.0,760.0,28.0
Cobra (La Ronde),La Ronde,Intamin,,Steel,stand-up,,,lift,,,1988,,26.5176,784.86,26.5176,,1,76.80000000000001,1.3716,,,,,24.0
Crazy Bats,Phantasialand,Vekoma,Werner Stengel,Steel,mk,,operating,,50.801,6.878,1988,,11.704320000000001,1173.99816,,,0,46.24,,,,240.0,1600.0,28.0
Flashback (Six Flags Magic Mountain),Six Flags Magic Mountain,Intamin,Werner Stengel,Steel,dive,,,lift,,,1988,,26.2128,579.12,10.3632,89.0,0,56.0,1.2192,,3.0,90.0,1100.0,20.0
Jetline,Gröna Lund,Anton Schwarzkopf,Werner Stengel,Steel,,,operating,,59.3231,18.0956,1988,,32.004000000000005,800.0390400000001,,80.0,0,89.44,,,4.5,90.0,1300.0,
Ninja (Six Flags Magic Mountain),Six Flags Magic Mountain,Arrow Dynamics,Arrow Dynamics,Steel,suspended,terrain,operating,lift,34.4222,-118.5983,1988,,18.288,822.96,25.908,36.0,0,88.0,1.0668000000000002,,2.9,90.0,1600.0,28.0
Raging Wolf Bobs,Geauga Lake,Dinn Corporation,Curtis D. Summers,Wood,,,closed,lift,41.3525,-81.3722,1988,2007.0,24.384,1044.2448,,50.0,0,80.0,1.2192,,,120.0,,24.0
